 KOMONDOR SIMULATION 'sim_22_agents_obsspd_coordinated' (seed 11);{84.01,26.39,28.07,84.01};{72.32,22.93,24.83,72.70};{72.84,22.93,24.83,72.70};{0.36,0.57,0.00,0.05};{1.02,2.91,0.00,2.45};{0.14,58.53,0.00,0.07};{5.65,5.65,5.65,5.65};{108.15,2.23,2.42,108.57};{5.65,5.65,5.65,5.65};{94.38,94.38,94.38,94.38};{94.39,94.39,94.39,94.39};{0.17,58.34,5.41,0.19};
 KOMONDOR SIMULATION 'sim_23_agents_obsspd_coordinated' (seed 11);{47.98,63.63,62.84,47.68};{41.62,55.02,54.40,41.29};{41.62,55.02,54.40,41.29};{0.00,0.00,0.04,0.09};{0.00,0.58,1.61,6.56};{0.78,0.56,28.36,0.00};{5.65,5.65,5.65,5.65};{55.14,55.14,54.98,55.32};{5.65,5.65,5.65,5.65};{47.67,47.67,47.67,47.67};{47.67,47.67,47.67,47.67};{0.13,0.57,0.57,0.12};
 KOMONDOR SIMULATION 'sim_24_agents_obsspd_coordinated' (seed 11);{7.12,103.44,103.29,7.34};{6.16,89.43,89.24,6.39};{6.17,89.43,89.24,6.39};{0.00,0.02,0.02,0.00};{3.44,0.01,1.23,1.11};{0.08,0.20,0.03,46.36};{5.65,5.65,5.65,5.65};{0.00,110.28,110.28,0.28};{-1000.00,5.65,5.65,5.62};{0.00,0.00,0.00,0.00};{0.00,0.00,0.00,0.00};{-nan,0.11,0.11,0.12};
 KOMONDOR SIMULATION 'sim_25_agents_obsspd_coordinated' (seed 11);{80.02,30.23,32.52,80.27};{69.24,26.31,28.53,69.40};{69.31,26.31,28.53,69.40};{0.02,0.52,0.00,0.00};{6.34,7.91,0.00,3.38};{0.00,43.32,0.07,0.67};{5.65,5.65,5.65,5.65};{110.35,0.00,0.00,110.35};{5.65,-1000.00,-1000.00,5.65};{95.34,95.34,95.34,95.34};{95.34,95.34,95.34,95.34};{0.11,0.55,-nan,0.11};
 KOMONDOR SIMULATION 'sim_26_agents_obsspd_coordinated' (seed 11);{28.26,82.50,83.15,27.82};{24.48,71.65,72.16,24.10};{24.48,71.65,72.16,24.10};{0.00,0.53,0.00,0.23};{3.03,0.63,0.00,1.33};{0.08,0.06,10.11,0.43};{5.65,5.65,5.65,5.65};{0.76,109.52,109.99,0.76};{5.65,5.65,5.65,5.65};{0.72,0.72,0.72,0.72};{0.73,0.73,0.73,0.73};{19.41,0.14,0.12,40.10};
 KOMONDOR SIMULATION 'sim_27_agents_obsspd_coordinated' (seed 11);{69.24,41.32,41.16,68.96};{59.80,35.70,35.60,59.61};{59.84,35.70,35.60,59.61};{0.02,0.00,0.15,0.04};{3.23,1.71,1.10,3.49};{0.16,0.16,45.04,20.64};{5.65,5.65,5.65,5.65};{62.84,48.91,47.64,61.50};{5.65,5.65,5.65,5.65};{54.33,54.33,54.33,54.33};{54.34,54.34,54.34,54.34};{0.43,1.63,8.40,0.65};
 KOMONDOR SIMULATION 'sim_28_agents_obsspd_coordinated' (seed 11);{30.67,79.89,80.43,30.29};{26.59,69.10,69.50,26.29};{26.74,69.10,69.50,26.29};{0.19,0.02,0.00,0.17};{17.56,0.55,0.05,14.06};{0.32,13.66,17.38,0.67};{5.65,5.65,5.65,5.65};{57.64,53.27,54.38,56.41};{5.65,5.65,5.65,5.65};{50.23,50.23,50.23,50.23};{50.27,50.27,50.27,50.27};{0.67,1.04,0.92,0.78};
 KOMONDOR SIMULATION 'sim_29_agents_obsspd_coordinated' (seed 11);{60.06,57.03,58.05,60.76};{53.32,50.23,50.51,53.28};{53.32,50.23,50.51,53.28};{0.00,0.00,0.00,0.00};{0.00,0.00,0.00,0.98};{0.00,0.50,0.00,0.00};{5.65,5.65,5.65,5.65};{40.49,86.12,87.83,43.17};{5.65,5.65,5.64,5.64};{38.52,38.52,38.52,38.52};{38.52,38.52,38.52,38.52};{2.12,0.68,0.70,2.00};
 KOMONDOR SIMULATION 'sim_30_agents_obsspd_coordinated' (seed 11);{32.57,77.85,78.12,32.50};{28.02,67.32,67.52,28.15};{28.27,67.32,67.52,28.15};{0.41,0.13,0.00,0.08};{5.39,0.81,0.07,10.43};{0.32,10.68,18.66,0.00};{5.65,5.65,5.65,5.65};{27.73,82.55,83.20,27.48};{5.65,5.65,5.65,5.65};{24.01,24.01,24.01,24.01};{24.01,24.01,24.01,24.01};{0.31,0.58,0.52,0.36};
 KOMONDOR SIMULATION 'sim_31_agents_obsspd_coordinated' (seed 11);{90.03,29.42,30.38,91.31};{79.13,25.99,26.68,79.88};{79.16,25.99,26.68,79.88};{0.01,0.00,0.00,0.00};{2.97,3.90,0.00,0.00};{0.00,0.95,0.99,0.10};{5.65,5.65,5.65,5.65};{57.04,62.46,65.44,57.95};{5.65,5.65,5.65,5.65};{50.48,50.48,50.48,50.48};{50.49,50.49,50.49,50.49};{2.77,1.06,0.85,2.81};
 KOMONDOR SIMULATION 'sim_32_agents_obsspd_coordinated' (seed 11);{81.35,34.22,33.55,81.56};{71.43,29.75,29.61,70.71};{71.43,29.75,29.61,70.71};{0.00,0.00,0.00,0.00};{0.00,0.00,0.00,0.00};{0.00,0.15,0.61,0.68};{5.65,5.65,5.65,5.65};{0.00,110.35,110.35,0.00};{-1000.00,5.65,5.65,-1000.00};{0.00,0.00,0.00,0.00};{0.00,0.00,0.00,0.00};{-nan,0.11,0.11,-nan};
 KOMONDOR SIMULATION 'sim_33_agents_obsspd_coordinated' (seed 11);{76.68,34.13,34.79,76.24};{66.33,29.57,30.14,65.89};{66.33,29.57,30.14,65.89};{0.00,0.00,0.02,0.00};{0.00,5.42,3.89,2.06};{17.04,0.52,0.09,0.00};{5.65,5.65,5.65,5.65};{110.35,0.00,0.00,110.28};{5.65,-1000.00,-1000.00,5.65};{95.34,95.34,95.34,95.34};{95.34,95.34,95.34,95.34};{0.11,-nan,-nan,0.11};
 KOMONDOR SIMULATION 'sim_34_agents_obsspd_coordinated' (seed 11);{22.86,88.24,88.20,23.13};{20.04,76.27,76.22,20.18};{20.04,76.27,76.22,20.18};{0.00,0.00,0.00,0.00};{0.00,0.76,0.84,0.00};{39.32,0.00,0.00,32.13};{5.65,5.65,5.65,5.65};{0.19,110.35,110.28,0.33};{5.58,5.65,5.65,5.63};{0.27,0.27,0.27,0.27};{0.27,0.27,0.27,0.27};{0.11,0.11,0.11,0.14};
 KOMONDOR SIMULATION 'sim_35_agents_obsspd_coordinated' (seed 11);{108.75,2.79,2.75,108.29};{93.98,2.43,2.62,93.55};{93.98,2.43,2.62,93.55};{0.00,0.00,0.00,0.01};{0.00,0.00,0.00,1.36};{0.03,0.10,64.02,0.04};{5.65,5.65,5.64,5.65};{110.35,0.00,0.15,110.28};{5.65,-1000.00,5.57,5.65};{95.34,95.34,95.34,95.34};{95.34,95.34,95.34,95.34};{0.11,-nan,0.15,0.11};
 KOMONDOR SIMULATION 'sim_36_agents_obsspd_coordinated' (seed 11);{73.06,39.20,37.32,75.54};{62.63,34.27,32.54,66.03};{63.79,34.27,32.54,66.03};{0.91,0.00,0.51,0.00};{1.11,0.00,9.79,0.00};{18.10,20.36,0.01,0.12};{5.65,5.65,5.65,5.65};{87.29,25.35,23.19,92.29};{5.65,5.65,5.65,5.65};{75.47,75.47,75.47,75.47};{75.50,75.50,75.50,75.50};{3.39,1.40,1.61,1.01};
 KOMONDOR SIMULATION 'sim_37_agents_obsspd_coordinated' (seed 11);{53.32,57.08,58.99,53.12};{46.51,49.52,51.24,46.16};{46.51,49.52,51.24,46.16};{0.00,0.32,0.00,0.14};{0.12,2.64,0.00,1.70};{23.19,26.23,0.02,0.00};{5.65,5.65,5.65,5.65};{24.56,85.61,91.02,24.71};{5.65,5.65,5.65,5.65};{22.29,22.29,22.29,22.29};{22.29,22.29,22.29,22.29};{0.14,1.00,0.60,0.15};
 KOMONDOR SIMULATION 'sim_38_agents_obsspd_coordinated' (seed 11);{71.34,40.56,39.72,70.89};{61.74,35.03,34.42,61.33};{61.74,35.03,34.42,61.33};{0.00,0.00,0.05,0.00};{0.00,0.20,5.75,1.61};{11.84,0.11,0.15,0.00};{5.65,5.65,5.65,5.65};{1.96,110.16,109.99,1.97};{5.64,5.65,5.65,5.62};{1.86,1.86,1.86,1.86};{1.86,1.86,1.86,1.86};{1.15,0.12,0.11,0.59};
 KOMONDOR SIMULATION 'sim_39_agents_obsspd_coordinated' (seed 11);{100.13,18.48,15.08,100.94};{88.32,16.14,13.35,88.21};{88.32,16.14,13.35,88.21};{0.00,0.00,0.00,0.03};{0.00,0.00,0.00,2.05};{0.00,35.60,3.26,0.08};{5.65,5.65,5.65,5.65};{90.95,56.79,38.41,96.72};{5.65,5.65,5.65,5.64};{85.26,85.26,85.26,85.26};{85.26,85.26,85.26,85.26};{0.79,3.30,7.47,0.57};
